,Alpha Reticulum,4h 14m 25.5s,-62° 28′ 26″,171,12.09795608,G,normalgiant,4969.761181
,Gamma Dorado,4h 16m 1.6s,-51° 29′ 12″,66,2.054560335,F,normalgiant,7461.863794
,54 Perseus,4h 20m 24.6s,+34° 34′ 0″,232,8.055303237,G,normalgiant,4891.57251
,Gamma Taurus,4h 19m 47.5s,+15° 37′ 39″,155,9.957358534,K,supergiant,4766.876782
,Upsilon Eridanus,4h 17m 53.6s,-33° 47′ 54″,181,4.846573031,B,mainsequence,11920.49736
,Phi Taurus,4h 20m 21.2s,+27° 21′ 3″,362,13.81647045,K,normalgiant,4409.234032
,53 Perseus,4h 21m 33.1s,+46° 29′ 56″,465,7.856689794,B,subgiant,10381.76661
,Epsilon Reticulum,4h 16m 28.9s,-59° 18′ 7″,60,2.801210549,K,subgiant,4558.520176
,Delta Taurus,4h 22m 56s,+17° 32′ 33″,155,9.465489218,K,hypergiant,4766.876782
,Delta Taurus,4h 24m 5.7s,+17° 26′ 38″,148,3.113493805,A,mainsequence,8571.321931
,Kappa Taurus,4h 25m 22.1s,+22° 17′ 38″,155,4.173334994,A,subgiant,8747.606288
,Delta Taurus,4h 25m 29.3s,+17° 55′ 41″,148,3.512970192,A,subgiant,9652.203136
,Upsilon Taurus,4h 26m 18.4s,+22° 48′ 49″,155,4.596435107,A,mainsequence,7725.929716
,43 Eridanus,4h 24m 2.1s,-34° 1′ 1″,296,20.63394854,K,normalgiant,3808.609875
,71 Taurus,4h 26m 20.7s,+15° 37′ 6″,163,4.329126859,F,mainsequence,7795.184395
